version;filename;loc;loc_touched;NR;NFix;NAuth;LOC_added;MAX_LOC_added;AVG_LOC_added
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/kernel/common/apps/Lobs.java;75;40;11;_;0;19;0;2
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/nullity/NullValues.java;169;15;8;_;0;15;8;3
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/Case.java;76;76;1;_;0;76;76;76
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/Lookup.java;54;54;1;_;0;54;54;54
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/Role.java;61;61;1;_;0;61;61;61
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/ScheduleDay.java;63;63;1;_;0;63;63;63
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/query/ScheduledAssignment.java;126;126;1;_;0;126;126;126
2.0.1;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/sequence/SequencedEntity.java;82;82;1;_;0;82;82;82
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceMetaDataParser.java;1990;15;276;_;0;6;1;0
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/AnnotationPersistenceXMLMetaDataParser.java;276;20;32;_;0;9;0;1
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerFactoryImpl.java;392;39;101;_;0;39;25;6
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/EntityManagerImpl.java;1818;5;232;_;0;1;1;0
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/JPAFacadeHelper.java;346;117;19;_;0;72;6;6
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceMetaDataFactory.java;608;4;88;_;0;2;0;1
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProductDerivation.java;962;18;168;_;0;17;17;8
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceProviderImpl.java;366;40;113;_;0;1;0;0
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/PersistenceUnitInfoImpl.java;548;15;117;_;0;5;0;1
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataParser.java;2175;8;292;_;0;5;1;1
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/XMLPersistenceMetaDataSerializer.java;1499;1;33;_;0;1;1;1
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaBuilderImpl.java;776;2;2;_;0;1;0;1
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/CriteriaQueryImpl.java;727;3;64;_;0;2;0;2
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/criteria/Expressions.java;1832;2;184;_;0;2;2;2
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/ValidationUtils.java;150;3;3;_;0;2;0;2
2.0.1;openjpa-persistence/src/main/java/org/apache/openjpa/persistence/validation/ValidatorImpl.java;395;5;41;_;0;3;1;1
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBroker.java;40;24;6;_;0;9;1;1
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedBrokerImpl.java;175;200;26;_;0;115;2;9
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedConfiguration.java;171;58;5;_;0;51;0;25
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributedQueryImpl.java;76;29;8;_;0;27;18;4
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/DistributionPolicy.java;71;5;8;_;0;5;5;5
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/FinderTargetPolicy.java;50;50;1;_;0;50;50;50
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/ProductDerivation.java;69;37;15;_;0;0;0;0
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/QueryTargetPolicy.java;53;53;1;_;0;53;53;53
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/ReentrantSliceLock.java;58;1;3;_;0;1;1;1
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/ReplicationPolicy.java;63;3;4;_;0;1;0;0
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/Slice.java;102;7;5;_;0;5;2;1
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceImplHelper.java;117;51;11;_;0;25;1;2
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceInfo.java;114;5;4;_;0;1;0;0
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/SliceThread.java;73;23;9;_;0;11;0;1
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCBrokerFactory.java;132;58;15;_;0;35;2;2
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCConfiguration.java;39;4;8;_;0;2;0;2
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCConfigurationImpl.java;678;375;63;_;0;251;70;5
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedJDBCStoreManager.java;570;75;27;_;0;44;6;2
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/DistributedStoreQuery.java;296;22;46;_;0;10;1;1
2.0.1;openjpa-slice/src/main/java/org/apache/openjpa/slice/jdbc/TargetFetchConfiguration.java;108;108;1;_;0;108;108;108
2.0.1;openjpa-slice/src/test/java/org/apache/openjpa/slice/Country.java;62;3;4;_;0;0;0;0
2.0.1;openjpa-slice/src/test/java/org/apache/openjpa/slice/PObject.java;50;6;5;_;0;4;2;1
2.0.1;openjpa-slice/src/test/java/org/apache/openjpa/slice/ReplicatedChild.java;49;3;4;_;0;0;0;0
2.0.1;openjpa-slice/src/test/java/org/apache/openjpa/slice/ReplicatedParent.java;52;3;4;_;0;0;0;0
2.0.1;openjpa-slice/src/test/java/org/apache/openjpa/slice/policy/SampleQueryTargetPolicy.java;52;52;1;_;0;52;52;52
1.0.4;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/jpql/JPQLExpressionBuilder.java;2464;17;266;_;0;17;13;8
1.0.4;openjpa-persistence-jdbc/src/test/java/org/apache/openjpa/persistence/sequence/GeneratedIdObject.java;41;41;1;_;0;41;41;41
2.1.0;openjpa-examples/jest/src/main/java/demo/Actor.java;110;110;1;_;0;110;110;110
2.1.0;openjpa-examples/jest/src/main/java/demo/DataLoader.java;133;133;1;_;0;133;133;133
2.1.0;openjpa-examples/jest/src/main/java/demo/Movie.java;86;86;1;_;0;86;86;86
2.1.0;openjpa-examples/jest/src/main/java/demo/SimpleApp.java;88;88;1;_;0;88;88;88
2.1.0;openjpa-examples/openbooks/src/main/java/jpa/tools/swing/PathFinder.java;180;2;2;_;0;1;0;1
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/LoginDialog.java;155;19;5;_;0;18;15;4
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/OpenTrader.java;317;8;5;_;0;7;4;1
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/ServerLogPanel.java;159;2;2;_;0;1;0;1
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradingServiceAdapter.java;108;2;2;_;0;2;2;2
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/TradingServiceAdapterAsync.java;73;2;2;_;0;2;2;2
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/client/ui/ProgressMonitor.java;93;5;3;_;0;3;0;1
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/server/ExceptionAdapter.java;74;21;6;_;0;14;4;2
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/server/TradingServiceAdapterImpl.java;195;31;7;_;0;27;9;4
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/Exchange.java;278;14;3;_;0;14;13;7
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/MockTradingService.java;179;4;2;_;0;4;4;4
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/TradingService.java;171;19;8;_;0;13;7;1
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/slice/SectorBasedQueryTargetPolicy.java;50;50;1;_;0;50;50;50
2.1.0;openjpa-examples/opentrader/src/main/java/org/apache/openjpa/trader/service/slice/SectorDistributionPolicy.java;59;13;6;_;0;8;2;1
2.1.0;openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/OrderDataBean.java;381;7;4;_;0;4;1;1
2.1.0;openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TradeAction.java;459;459;1;_;0;459;459;459
2.1.0;openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TradeBuildDB.java;126;41;12;_;0;18;1;1
2.1.0;openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TradeConfig.java;915;3;2;_;0;2;0;2
2.1.0;openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TradeJPADirect.java;1000;204;44;_;0;89;35;2
2.1.0;openjpa-integration/daytrader/src/test/java/org/apache/openjpa/integration/daytrader/TradeScenario.java;254;254;1;_;0;254;254;254
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/ant/ReverseMappingToolTask.java;312;2;18;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/conf/JDBCConfigurationImpl.java;1000;4;90;_;0;4;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCFetchConfigurationImpl.java;442;22;42;_;0;8;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreManager.java;1882;18;177;_;0;15;8;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/JDBCStoreQuery.java;1114;18;119;_;0;8;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PessimisticLockManager.java;235;22;39;_;0;22;15;5
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryCacheImpl.java;460;4;66;_;0;2;0;2
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedQueryImpl.java;449;33;53;_;0;17;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/PreparedSQLStoreQuery.java;166;2;21;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/Param.java;165;2;36;_;0;2;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/kernel/exps/SelectConstructor.java;432;15;70;_;0;14;9;7
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/ClassMappingInfo.java;581;2;102;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/DiscriminatorMappingInfo.java;166;2;18;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/JavaSQLTypes.java;163;18;11;_;0;9;0;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingDefaultsImpl.java;886;4;100;_;0;2;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingInfo.java;1907;2;154;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingRepository.java;1592;32;153;_;0;28;1;3
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/MappingTool.java;1156;1;75;_;0;1;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/QueryResultMapping.java;639;128;53;_;0;69;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/ContainerFieldStrategy.java;138;2;7;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EmbedValueHandler.java;314;9;41;_;0;8;7;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/EnumValueHandler.java;120;2;14;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/HandlerFieldStrategy.java;431;45;24;_;0;29;1;3
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MapTableFieldStrategy.java;333;2;22;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedBlobFieldStrategy.java;117;9;8;_;0;9;9;9
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedByteArrayFieldStrategy.java;104;13;10;_;0;10;8;5
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedCharArrayFieldStrategy.java;123;9;7;_;0;9;9;9
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedClobFieldStrategy.java;92;12;9;_;0;10;8;5
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/MaxEmbeddedLobFieldStrategy.java;261;26;20;_;0;9;2;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/PrimitiveWrapperArrays.java;88;4;5;_;0;2;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/meta/strats/StoreCollectionFieldStrategy.java;627;2;61;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/AutoDriverDataSource.java;61;61;1;_;0;61;61;61
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Column.java;957;5;87;_;0;4;2;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DBCPDriverDataSource.java;318;318;1;_;0;318;318;318
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java;333;2;49;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DriverDataSource.java;112;1;21;_;0;1;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java;235;10;40;_;0;9;4;3
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java;1075;176;170;_;0;86;12;3
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java;1557;22;90;_;0;19;13;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java;236;25;44;_;0;16;5;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java;929;19;126;_;0;19;15;6
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java;159;2;12;_;0;2;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java;1122;32;163;_;0;30;16;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;5468;38;513;_;0;33;25;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java;664;5;53;_;0;3;3;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java;496;3;30;_;0;2;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java;242;7;34;_;0;7;7;7
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java;381;81;52;_;0;68;37;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java;455;53;58;_;0;52;49;17
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java;1014;4;49;_;0;4;4;4
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MaxDBDictionary.java;28;28;1;_;0;28;28;28
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java;480;4;77;_;0;3;1;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java;1395;108;167;_;0;95;52;5
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowImpl.java;977;8;64;_;0;5;0;2
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java;296;2;26;_;0;1;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java;740;10;79;_;0;5;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java;330;13;64;_;0;9;7;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Select.java;772;2;22;_;0;2;2;2
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java;3334;49;256;_;0;44;7;3
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SolidDBDictionary.java;551;4;3;_;0;2;0;1
2.1.0;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java;488;91;56;_;0;74;26;4
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/AbstractCommand.java;349;349;1;_;0;349;349;349
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Closure.java;107;107;1;_;0;107;107;107
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/Constants.java;114;114;1;_;0;114;114;114
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/DomainCommand.java;61;61;1;_;0;61;61;61
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/ExceptionFormatter.java;62;62;1;_;0;62;62;62
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/FindCommand.java;99;99;1;_;0;99;99;99
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/IOR.java;45;45;1;_;0;45;45;45
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTCommand.java;136;136;1;_;0;136;136;136
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTContext.java;324;324;1;_;0;324;324;324
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JESTServlet.java;170;170;1;_;0;170;170;170
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JPAServletContext.java;80;80;1;_;0;80;80;80
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSON.java;54;54;1;_;0;54;54;54
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObject.java;241;241;1;_;0;241;241;241
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/JSONObjectFormatter.java;295;295;1;_;0;295;295;295
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/MetamodelHelper.java;186;186;1;_;0;186;186;186
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/ObjectFormatter.java;106;106;1;_;0;106;106;106
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/ProcessingException.java;98;98;1;_;0;98;98;98
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/PropertiesCommand.java;77;77;1;_;0;77;77;77
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/PropertiesFormatter.java;49;49;1;_;0;49;49;49
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/PrototypeFactory.java;126;126;1;_;0;126;126;126
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/QueryCommand.java;102;102;1;_;0;102;102;102
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/TokenReplacedStream.java;180;180;1;_;0;180;180;180
2.1.0;openjpa-jest/src/main/java/org/apache/openjpa/persistence/jest/XMLFormatter.java;532;532;1;_;0;532;532;532
2.1.0;openjpa-jest/src/test/java/demo/Actor.java;110;110;1;_;0;110;110;110
2.1.0;openjpa-jest/src/test/java/demo/DataLoader.java;133;133;1;_;0;133;133;133
2.1.0;openjpa-jest/src/test/java/demo/Movie.java;86;86;1;_;0;86;86;86
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java;518;32;19;_;0;15;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java;553;50;80;_;0;25;12;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatistics.java;174;252;48;_;0;62;12;3
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatisticsImpl.java;221;221;1;_;0;221;221;221
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/CacheStatisticsSPI.java;54;54;1;_;0;54;54;54
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCache.java;312;5;26;_;0;5;5;5
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManager.java;122;20;17;_;0;18;15;4
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManagerImpl.java;223;22;42;_;0;22;20;7
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java;847;174;181;_;0;148;44;4
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingDataCache.java;394;10;18;_;0;10;10;10
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java;722;9;63;_;0;7;4;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java;481;22;19;_;0;13;4;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/ee/OSGiManagedRuntime.java;178;178;1;_;0;178;178;178
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/InstrumentationFactory.java;397;65;38;_;0;40;5;5
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ManagedClassSubclasser.java;325;2;41;_;0;1;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java;237;13;8;_;0;9;3;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java;4826;88;452;_;0;77;30;9
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractDataCacheInstrument.java;228;184;32;_;0;66;32;2
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/AbstractQueryCacheInstrument.java;223;2;2;_;0;1;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/DataCacheInstrument.java;145;85;22;_;0;51;21;2
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/DataCacheJMXInstrument.java;100;5;3;_;0;3;1;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/DataCacheJMXInstrumentMBean.java;31;3;2;_;0;1;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/instrumentation/jmx/JMXProvider.java;191;43;10;_;0;28;1;3
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java;237;27;30;_;0;25;4;6
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachStrategy.java;554;10;33;_;0;6;1;3
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java;5139;246;496;_;0;136;91;4
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBroker.java;1488;8;59;_;0;8;8;8
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingExtent.java;185;26;15;_;0;13;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java;599;4;21;_;0;2;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDeletedState.java;77;2;8;_;0;0;0;0
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExpressionStoreQuery.java;862;77;69;_;0;62;4;5
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Extent.java;91;8;7;_;0;4;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExtentImpl.java;353;28;18;_;0;14;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java;1034;16;95;_;0;9;2;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockManager.java;118;4;5;_;0;2;0;2
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ManagedCache.java;304;73;28;_;0;34;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/NoneLockManager.java;48;4;5;_;0;2;0;2
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ObjectIdStateManager.java;742;8;39;_;0;4;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PDeletedState.java;97;2;9;_;0;0;0;0
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewDeletedState.java;95;2;8;_;0;0;0;0
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/PNewFlushedDeletedState.java;97;2;8;_;0;0;0;0
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryHints.java;105;18;9;_;0;10;6;2
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/QueryImpl.java;2290;20;234;_;0;11;1;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/SingleFieldManager.java;898;7;71;_;0;5;0;5
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StateManagerImpl.java;3402;32;137;_;0;23;17;2
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreContext.java;534;9;48;_;0;9;9;9
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/StoreQuery.java;371;5;27;_;0;5;5;5
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionAttachStrategy.java;411;30;35;_;0;26;1;3
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/VersionLockManager.java;160;15;18;_;0;13;1;4
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/Abs.java;69;4;9;_;0;2;0;1
2.1.0;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/exps/InMemoryExpressionFactory.java;803;10;23;_;0;5;0;1
