version;filename;loc;loc_touched;NR;NFix;NAuth;LOC_added;MAX_LOC_added;AVG_LOC_added
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DataSourceFactory.java;272;23;17;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DriverDataSource.java;111;23;20;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/DynamicSchemaFactory.java;151;32;8;_;0;20;4;4
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/FileSchemaFactory.java;103;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ForeignKey.java;728;23;19;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Index.java;85;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LazySchemaFactory.java;194;23;4;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/LocalConstraint.java;187;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/NameSet.java;80;23;7;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/PrimaryKey.java;85;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/ReferenceCounter.java;45;23;5;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schema.java;263;23;7;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaFactory.java;42;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGenerator.java;937;31;12;_;0;17;0;4
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaGroup.java;403;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaParser.java;65;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaSerializer.java;81;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SchemaTool.java;1518;93;28;_;0;79;21;5
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Schemas.java;235;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Sequence.java;209;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/SimpleDriverDataSource.java;179;23;14;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Table.java;692;23;6;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/TableSchemaFactory.java;496;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/Unique.java;56;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaParser.java;605;25;4;_;0;14;0;4
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/schema/XMLSchemaSerializer.java;446;23;6;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractDB2Dictionary.java;104;29;7;_;0;18;2;3
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractResult.java;853;23;4;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AbstractSQLServerDictionary.java;154;23;4;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/AccessDictionary.java;96;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/CacheDictionary.java;45;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Calendard.java;38;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DB2Dictionary.java;414;558;3;_;0;414;0;414
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionary.java;3810;132;43;_;0;98;41;5
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DBDictionaryFactory.java;602;29;6;_;0;19;6;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/DerbyDictionary.java;96;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/EmpressDictionary.java;174;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FirebirdDictionary.java;61;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/FoxProDictionary.java;162;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/H2Dictionary.java;228;228;1;_;0;228;228;228
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/HSQLDictionary.java;316;33;12;_;0;18;0;4
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InformixDictionary.java;256;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/InterbaseDictionary.java;118;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JDataStoreDictionary.java;115;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Join.java;193;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSet.java;406;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/JoinSyntaxes.java;42;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Joins.java;80;23;4;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/LogicalUnion.java;935;58;12;_;0;36;10;4
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MergedResult.java;536;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/MySQLDictionary.java;198;51;8;_;0;41;16;8
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/OracleDictionary.java;1030;27;9;_;0;17;3;4
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PointbaseDictionary.java;127;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PostgresDictionary.java;380;23;4;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/PrimaryRow.java;437;33;5;_;0;20;0;5
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Raw.java;38;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Result.java;575;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/ResultSetResult.java;491;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Row.java;523;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowImpl.java;948;82;28;_;0;44;0;1
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManager.java;74;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/RowManagerImpl.java;257;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLBuffer.java;619;23;8;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLExceptions.java;115;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactory.java;46;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLFactoryImpl.java;63;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SQLServerDictionary.java;127;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SecondaryRow.java;191;33;5;_;0;20;0;5
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Select.java;689;23;4;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectExecutor.java;138;36;4;_;0;26;13;8
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SelectImpl.java;2879;59;40;_;0;48;16;5
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Sized.java;36;23;3;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/SybaseDictionary.java;302;23;5;_;0;13;0;6
0.9.7;openjpa-jdbc/src/main/java/org/apache/openjpa/jdbc/sql/Union.java;65;37;4;_;0;13;0;4
0.9.7;openjpa-kernel-5/src/main/java/org/apache/openjpa/enhance/PCClassFileTransformer.java;216;31;15;_;0;21;8;7
0.9.7;openjpa-kernel-5/src/main/java/org/apache/openjpa/enhance/PCEnhancerAgent.java;71;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreBrokerFactory.java;143;31;6;_;0;18;1;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/abstractstore/AbstractStoreManager.java;520;40;11;_;0;21;0;2
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ant/ApplicationIdToolTask.java;112;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ant/MetaDataToolTask.java;90;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ant/PCEnhancerTask.java;91;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/AutoDetachValue.java;88;39;8;_;0;28;9;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerFactoryValue.java;87;36;17;_;0;17;0;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/BrokerValue.java;67;67;1;_;0;67;67;67
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/Compatibility.java;162;23;15;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/DetachOptions.java;160;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfiguration.java;1389;23;61;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAConfigurationImpl.java;1427;58;66;_;0;31;0;5
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAProductDerivation.java;43;25;4;_;0;14;0;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/OpenJPAVersion.java;137;23;20;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/QueryCompilationCacheValue.java;64;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/RemoteCommitProviderValue.java;140;23;5;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/conf/SeqValue.java;49;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractDataCache.java;442;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/AbstractQueryCache.java;322;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/Caches.java;58;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentDataCache.java;153;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ConcurrentQueryCache.java;140;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCache.java;261;23;7;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManager.java;77;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheManagerImpl.java;90;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCData.java;35;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataGenerator.java;255;23;17;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCachePCDataImpl.java;148;23;5;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheScheduler.java;246;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DataCacheStoreManager.java;682;25;15;_;0;14;0;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingDataCache.java;336;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/DelegatingQueryCache.java;219;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationEvent.java;65;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/ExpirationListener.java;33;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCache.java;138;23;7;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryCacheStoreQuery.java;655;46;21;_;0;27;1;2
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryKey.java;468;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/QueryResult.java;67;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypesChangedEvent.java;52;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/datacache/TypesChangedListener.java;33;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/AutomaticManagedRuntime.java;218;45;5;_;0;35;22;11
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/InvocationManagedRuntime.java;94;35;4;_;0;25;12;8
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/JNDIManagedRuntime.java;79;59;7;_;0;41;1;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/ManagedRuntime.java;59;43;4;_;0;33;20;11
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/SunOneManagedRuntime.java;61;35;4;_;0;25;12;8
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WASManagedRuntime.java;403;761;4;_;0;388;0;129
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/ee/WLSManagedRuntime.java;82;54;5;_;0;44;30;11
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/ApplicationIdTool.java;1474;24;29;_;0;14;1;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/CodeGenerator.java;532;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorage.java;141;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/DynamicStorageGenerator.java;532;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldConsumer.java;75;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldManager.java;27;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/FieldSupplier.java;75;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCDataGenerator.java;1077;31;8;_;0;17;0;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCEnhancer.java;3686;473;118;_;0;200;26;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PCRegistry.java;259;39;11;_;0;22;1;2
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/PersistenceCapable.java;94;27;5;_;0;15;2;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/Reflection.java;594;594;1;_;0;594;594;594
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/enhance/StateManager.java;286;28;5;_;0;13;0;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractLifecycleListener.java;84;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractRemoteCommitProvider.java;70;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/AbstractTransactionListener.java;73;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/AttachListener.java;37;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/BeanLifecycleCallbacks.java;93;23;10;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/BeginTransactionListener.java;36;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/CallbackModes.java;53;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/ClearListener.java;38;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/DeleteListener.java;38;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/DetachListener.java;37;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/DirtyListener.java;48;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/EndTransactionListener.java;73;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/ExceptionOrphanedKeyAction.java;42;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/FlushTransactionListener.java;43;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/JMSRemoteCommitProvider.java;275;52;6;_;0;28;0;7
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleCallbacks.java;42;23;5;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEvent.java;188;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleEventManager.java;593;23;18;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/LifecycleListener.java;31;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/LoadListener.java;38;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/LogOrphanedKeyAction.java;107;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/MethodLifecycleCallbacks.java;156;52;15;_;0;23;1;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/NoneOrphanedKeyAction.java;37;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/OrphanedKeyAction.java;43;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/PersistListener.java;37;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEvent.java;186;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitEventManager.java;224;23;5;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitListener.java;60;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/RemoteCommitProvider.java;62;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/SingleJVMRemoteCommitProvider.java;64;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/StoreListener.java;38;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/TCPRemoteCommitProvider.java;893;27;6;_;0;16;1;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEvent.java;156;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionEventManager.java;129;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/event/TransactionListener.java;32;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractBrokerFactory.java;679;155;28;_;0;87;8;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractFieldManager.java;112;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractLockManager.java;83;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCData.java;360;101;11;_;0;73;31;7
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractPCResultObjectProvider.java;172;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AbstractStoreQuery.java;184;29;13;_;0;16;0;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachManager.java;334;23;8;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AttachStrategy.java;509;24;15;_;0;14;1;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AutoClear.java;38;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/AutoDetach.java;46;28;4;_;0;18;5;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Bootstrap.java;158;23;14;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Broker.java;717;60;29;_;0;49;18;8
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerFactory.java;104;23;7;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/BrokerImpl.java;4950;242;106;_;0;154;23;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ClearFieldManager.java;78;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ConnectionRetainModes.java;45;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBroker.java;1412;55;9;_;0;45;16;9
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingBrokerFactory.java;196;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingExtent.java;185;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingFetchConfiguration.java;481;33;5;_;0;22;8;5
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingQuery.java;651;33;9;_;0;19;0;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingResultList.java;438;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingSeq.java;134;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DelegatingStoreManager.java;202;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachManager.java;821;218;26;_;0;117;6;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachState.java;50;30;5;_;0;20;7;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateAttachStrategy.java;190;23;6;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedStateManager.java;942;54;17;_;0;35;11;2
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/DetachedValueStateManager.java;595;27;8;_;0;13;0;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECleanState.java;86;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ECopyState.java;83;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDeletedState.java;74;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/EDirtyState.java;90;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ENonTransState.java;77;23;6;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExpressionStoreQuery.java;737;31;32;_;0;18;3;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Extent.java;91;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/ExtentImpl.java;353;24;6;_;0;14;1;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfiguration.java;363;61;17;_;0;49;26;9
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FetchConfigurationImpl.java;717;77;20;_;0;48;9;3
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/Filters.java;890;63;9;_;0;29;5;4
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FinalizingBrokerImpl.java;41;41;1;_;0;41;41;41
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/FindCallbacks.java;43;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/HollowState.java;83;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/InMemorySavepointManager.java;65;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/InverseManager.java;409;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LocalManagedRuntime.java;214;48;12;_;0;30;1;2
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockLevels.java;43;23;4;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/LockManager.java;111;23;3;_;0;13;0;6
0.9.7;openjpa-kernel/src/main/java/org/apache/openjpa/kernel/MethodStoreQuery.java;258;23;12;_;0;13;0;6
